score
0.1875
0.875
0.78125
-0.8
0.1875
0.875
0.78125
-0.8
0.6
0.6
0.3928571428571429
-0.1
-0.16666666666666666
0.21103896103896105
-0.3333333333333333
-0.3125
0.9375
-0.1
0.06818181818181818
1.0
0.3111111111111111
-0.30000000000000004
0.48
0.8
0.5
-0.09722222222222222
-0.4
-0.1
0.25
-0.25
0.2
0.35
0.15625
0.7
-0.6
0.2
0.39166666666666666
-0.1
1.0
-0.3821428571428572
0.1
-0.6666666666666666
-0.1875
0.5
-0.2916666666666667
0.25
0.1
-0.05
-0.0625
0.4166666666666667
-0.15
0.5
0.7750000000000001
0.5
0.55
-0.08333333333333333
0.25
0.3333333333333333
0.13636363636363635
0.35
0.2857142857142857
-0.06666666666666665
0.4325
-0.06666666666666665
0.125
0.10551948051948053
-0.004545454545454557
-0.025
0.05
-0.15
0.5
0.5
0.55
-0.08333333333333333
0.2
0.125
0.7232142857142857
-0.2
-0.2
-0.2
0.2857142857142857
-0.06666666666666665
0.4325
-0.06666666666666665
0.125
0.10551948051948051
-0.0045454545454545565
-0.025
0.05
-0.15
